title	english_content	gujurati_content	transliteration_content	audio_url   value   tier
Shloka 39	One should not commit violence to attain wealth, power, prestige or [to fulfil one’s desire] for a man or woman or anything else. Also, one should also not commit violence out of ego, jealousy or anger.	ધન, સત્તા, કીર્તિ, સ્ત્રી, પુરુષ ઇત્યાદિની પ્રાપ્તિને અર્થે તથા માન, ઈર્ષ્યા કે ક્રોધે કરીને પણ હિંસા ન કરવી.	Dhan, sattā, kirti, stri, purush ityādini prāptine arthe tathā mān, irshā ke krodhe karine pan hinsā na karvi.	https://baps.box.com/shared/static/k5syw842qy7ahcbnuthg9ci32l5pgyzn.mp3	1	shastri
Shloka 40	Inflicting mental, verbal or physical violence pains Swaminarayan Bhagwan, who resides within that person.	મને કરીને, વચને કરીને કે કર્મે કરીને હિંસા કરવાથી તેનામાં રહેલા સ્વામિનારાયણ ભગવાન દુઃખાય છે.	Mane karine, vachane karine ke karme karine hinsā karvāthi tenāmā rahelā Swaminarayan Bhagwan dukhāy chhe.	https://baps.box.com/shared/static/fr3ma855kf7or6h6sk7m051pa4eiurew.mp3	1	shastri
Shloka 41	Suicide is also a form of violence. Therefore, never commit suicide by falling from heights, hanging oneself, consuming poison or any other means. 	આત્મહત્યા કરવી તે પણ હિંસા જ છે. આથી પડતું મૂકવું, ગળે ટૂંપો ખાવો, ઝેર ખાવું ઇત્યાદિ કોઈ રીતે આત્મહત્યા ક્યારેય ન કરવી.	Ātmahatyā karvi te pan hinsā ja chhe. Āthi padtu mukvu, gale tupo khāvo, jher khāvu ityādi koi rite ātmahatyā kyārey na karvi.	https://baps.box.com/shared/static/9hdmd5p4kv9s0migq5qaxv6kc0hqcx05.mp3	1	shastri
Shloka 42	No one should kill oneself or others out of grief, shame, fear, anger or due to illness and other adversities, not even for the sake of dharma.	દુઃખ, લજ્જા, ભય, ક્રોધ તથા રોગ ઇત્યાદિ આપત્તિને કારણે, કે પછી ધર્મને અર્થે પણ કોઈએ પોતાની કે અન્યની હત્યા ન કરવી.	Dukh, lajjā, bhay, krodh tathā rog ityādi āpattine kārane, ke pachhi dharmane arthe pan koie potāni ke anyani hatyā na karvi.	https://baps.box.com/shared/static/y7x6v6rc0z92itt2ro1dvrvywb6zjj6r.mp3	1	shastri
Shloka 43	A mumukshu should never commit suicide even at a place of pilgrimage. One should never commit suicide at pilgrimage places even with the hope of attaining moksha or merits.	મુમુક્ષુએ તીર્થને વિષે પણ આત્મહત્યા ન જ કરવી. મોક્ષ કે પુણ્ય પામવાની ભાવનાથી પણ તીર્થને વિષે આપઘાત ન જ કરવો.	Mumukshue tirthne vishe pan ātmahatyā na ja karvi. Moksha ke punya pāmvāni bhāvnāthi pan tirthne vishe āpghāt na ja karvo.	https://baps.box.com/shared/static/ptaakh2nmo6ji3ar52ivxb0pjst5blyd.mp3	1	shastri
Shloka 49	One should never spit, urinate or defaecate in places prohibited by the shastras and society. 	શાસ્ત્રમાં તથા લોકમાં નિષેધ કર્યો હોય તેવાં સ્થાનોને વિષે ક્યારેય થૂંકવું નહીં તથા મળ-મૂત્રાદિ ન કરવું.	Shāstramā tathā lokmā nishedh karyo hoy tevā sthānone vishe kyārey thukvu nahi tathā mal-mutrādi na karvu.	https://baps.box.com/shared/static/wt0ztvt693cc12tpu76s5rk3dg48qb7n.mp3	1	shastri
Shloka 51	Satsangis should always wake up before sunrise. After bathing and other morning routines, they should put on clean clothes. 	સત્સંગીઓએ સદા સૂર્ય ઊગ્યા પૂર્વે જાગવું. ત્યાર બાદ સ્નાનાદિક કરી શુદ્ધ વસ્ત્રો ધારણ કરવાં.	Satsangioe sadā surya ugyā purve jāgvu. Tyār bād snānādik kari shuddh vastro dhāran karvā.	https://baps.box.com/shared/static/6qxdiiz0c6ahin57k9y4e6xq8pw9401e.mp3	1	shastri
Shloka 52	Thereafter, one should sit on a clean āsan and perform personal daily puja facing east or north.	ત્યાર બાદ પૂર્વ દિશામાં અથવા ઉત્તર દિશામાં મુખ રાખી, શુદ્ધ આસન ઉપર બેસી નિત્યપૂજા કરવી.	Tyār bād purva dishāmā athvā uttar dishāmā mukh rākhi, shuddh āsan upar besi nitya-pujā karvi.	https://baps.box.com/shared/static/pqmq1p3ykm9sk321v7wgytcz7j4n3jro.mp3	1	shastri
Shloka 53-54	While chanting the Swaminarayan mantra and remembering the guru, apply a Ushaped tilak made from chandan that has been sanctified by having been offered to Bhagwan and a Kumkum chandlo to the forehead. One should also apply a tilak-chandlo of chandan to the chest and both arms. 	સ્વામિનારાયણ મંત્રનો જાપ કરતાં તથા ગુરુનું સ્મરણ કરતાં કરતાં ભાલને વિષે ભગવાનની પૂજાથી પ્રસાદીભૂત થયેલ ચંદન વડે ઊર્ધ્વપુંડ્ર તિલક કરવું અને કુંકુમ વડે ચાંદલો કરવો તથા છાતી અને બંને ભુજાઓ પર ચંદનથી તિલક-ચાંદલો કરવો.	Swaminarayan mantrano jāp kartā tathā gurunu smaran kartā kartā bhālne vishe Bhagwanni pujāthi prasādi-bhut thayelā chandan vade urdhva-pundra tilak karvu ane kumkum vade chāndlo karvo tathā chhāti ane banne bhujāo par chandanthi tilak-chāndlo karvo.	https://baps.box.com/shared/static/oftmj1vdceo5bpc7dhstofycvuyxr19o.mp3	2	shastri
Shloka 55	While remembering Bhagwan and the guru, women should imprint only a Kumkum chandlo to their foreheads. They should not apply a tilak.	સ્ત્રીઓએ ભગવાન તથા ગુરુનું સ્મરણ કરતાં ભાલને વિષે કેવળ કુંકુમનો ચાંદલો કરવો. તિલક ન કરવું.	Strioe Bhagwan tathā gurunu smaran kartā bhālne vishe keval kumkumno chāndlo karvo. Tilak na karvu. (55)	https://baps.box.com/shared/static/9duhz55nu52ghep36ppzzqwzim333ia4.mp3	1	shastri
Shloka 56-58	Thereafter, to gain the privilege to perform puja, a devotee who has taken the refuge of satsang should meditate on their ātmā while contemplating upon the glory of Bhagwan. The sacred mantra ‘Aksharam-aham Purushottam-dāso’smi’ should be recited with joy and devotion. One should identify one’s ātmā with Aksharbrahman and perform mānsi puja with a calm and focused mind.	ત્યાર બાદ સત્સંગને આશ્રિત ભક્તે પૂજાના અધિકાર માટે ભગવાનના પ્રતાપનું ચિંતવન કરતાં કરતાં આત્મવિચાર કરવો. પ્રસન્ન ચિત્તે અને ભક્તિભાવપૂર્વક ‘અક્ષરમ્ અહં પુરુષોત્તમદાસોસ્મિ’ એ પવિત્ર મંત્રનું ઉચ્ચારણ કરવું. પોતાના આત્માને વિષે અક્ષરબ્રહ્મની વિભાવના કરવી અને શાંત થઈ, એકાગ્ર ચિત્તે માનસી પૂજા કરવી.	Tyār bād satsangne āshrit bhakte pujānā adhikār māte Bhagwannā pratāpnu chintvan kartā kartā ātmavichār karvo. Prasann chitte ane bhaktibhāv-purvak ‘Aksharam aham Purushottam-dāsosmi’ e pavitra mantranu uchchāran karvu. Potānā ātmāne vishe Aksharbrahmani vibhāvnā karvi ane shānt thai, ekāgra chitte mānsi pujā karvi.	https://baps.box.com/shared/static/9s5yey2pxyi4slk473qmu62b9rlbbyz3.mp3	3	shastri
Shloka 60	Thereafter, devoutly place the pictorial murtis on a clean cloth in a way that one can easily do their darshan.	ત્યાર બાદ પવિત્ર વસ્ત્ર ઉપર ચિત્રપ્રતિમાઓનું સારી રીતે દર્શન થાય તેમ ભક્તિભાવપૂર્વક સ્થાપન કરવું.	Tyār bād pavitra vastra upar chitra-pratimāonu sāri rite darshan thāy temā bhaktibhāv-purvak sthāpan karvu.	https://baps.box.com/shared/static/5hkyums8im3hrs1gc03opugzmcjgayf8.mp3	1	shastri
Shloka 61	In the centre, one should arrange the murtis of Akshar and Purushottam, that is, Gunatitanand Swami and the one who transcends him, [Shriji] Maharaj.	તેમાં મધ્યમાં અક્ષર તથા પુરુષોત્તમની મૂર્તિ પધરાવવી એટલે કે ગુણાતીતાનંદ સ્વામી તથા તેમનાથી પર એવા મહારાજને પધરાવવા.	Temā madhyamā Akshar tathā Purushottamni murti padhrāvavi etle ke Gunatitanand Swami tathā temnāthi par evā Maharajne padhrāvavā.	https://baps.box.com/shared/static/m75hbq1gmzl1y9fys5qv65h8ccq5498u.mp3	1	shastri
Shloka 62	One should then place the murtis of each guru up to Pramukh Swami Maharaj and the murtis of the gurus whom one has personally served.	ત્યાર બાદ પ્રમુખસ્વામી મહારાજ પર્યંત પ્રત્યેક ગુરુઓની મૂર્તિઓ પધરાવવી તથા પોતે પ્રત્યક્ષ સેવ્યા હોય તે ગુરુઓની મૂર્તિઓ પધરાવવી.	Tyār bād Pramukh Swami Maharaj paryant pratyek guruoni murtio padhrāvavi tathā pote pratyaksh sevyā hoy te guruoni murtio padhrāvavi.	https://baps.box.com/shared/static/3a8815te7fik2vi85eevkiuh3zog0q9m.mp3	1	shastri
Shloka 63	Thereafter, one should invite [Shriji] Maharaj and the gurus by reciting the Ahvan Mantra. One should bow with folded hands and with dāsbhāv.	ત્યાર બાદ આહ્વાન શ્લોક બોલીને મહારાજ તથા ગુરુઓનું આહ્વાન કરવું. બે હાથ જોડી દાસભાવે નમસ્કાર કરવા.	Tyār bād āhvān shlok boline Maharaj tathā guruonu āhvān karvu. Be hāth jodi dāsbhāve namaskār karvā.	https://baps.box.com/shared/static/nm4kjyshura605l8rnhmz9j8xprdc8b6.mp3	1	shastri
Shloka 66-67	Thereafter, with mahimā and a steady mind, one should perform mālā while chanting the Swaminarayan mantra and having darshan of the murtis. Afterwards, while continuing to do darshan of the murtis, one should stand on one leg with arms raised and perform tapni mālā.	ત્યાર બાદ સ્થિર ચિત્તે તથા મહિમા સાથે મૂર્તિઓનાં દર્શન કરતાં કરતાં સ્વામિનારાયણ મંત્રનો જાપ કરતાં માળા ફેરવવી. ત્યાર બાદ એક પગે ઊભા રહી, હાથ ઊંચા રાખી મૂર્તિઓનાં દર્શન કરતાં તપની માળા ફેરવવી.	Tyār bād sthir chitte tathā mahimā sāthe murtionā darshan kartā kartā Swaminarayan mantrano jāp kartā mālā feravavi. Tyār bād ek page ubhā rahi, hāth unchā rākhi murtionā darshan kartā tapni mālā feravavi.	https://baps.box.com/shared/static/8s2330a2m5hw1kcjc1dj41id3ygetu62.mp3	2	shastri
Shloka 68	One should then perform pradakshinās of the murtis while contemplating upon Akshar-Purushottam Maharaj, who is pervasive and the focus of all.	ત્યાર બાદ સર્વના કેન્દ્ર સમાન અને વ્યાપક એવા અક્ષરપુરુષોત્તમ મહારાજને સંભારતાં પ્રતિમાઓની પ્રદક્ષિણા કરવી.	Tyār bād sarvanā kendra samān ane vyāpak evā Akshar- Purushottam Maharajne sambhārtā pratimāoni pradakshinā karvi.	https://baps.box.com/shared/static/osse0xrib4pps2y8z38v6dd14781ki5u.mp3	1	shastri
Shloka 69	Thereafter, with dāsbhāv, males should perform sāshtāng dandvat pranāms and females should sit and offer panchāng pranāms.	ત્યાર બાદ દાસભાવે પુરુષોએ સાષ્ટાંગ દંડવત્ પ્રણામ કરવા અને સ્ત્રીઓએ બેસીને પંચાંગ પ્રણામ કરવા.	Tyār bād dāsbhāve purushoe sāshtāng dandvat pranām karvā ane strioe besine panchāng pranām karvā.	https://baps.box.com/shared/static/oiiaiyjudgiygcp5k4pq2dszha4i65r1.mp3	1	shastri
Shloka 70	One should perform an additional dandvat pranām every day to seek forgiveness for hurting or harbouring ill-will towards another devotee.	કોઈ ભક્તનો દ્રોહ થયો હોય તેના નિવારણને અર્થે ક્ષમાયાચનાપૂર્વક પ્રતિદિન એક દંડવત્ પ્રણામ અધિક કરવો.	Koi bhaktano droh thayo hoy tenā nivāranne arthe kshamāyāchnā-purvak pratidin ek dandvat pranām adhik karvo.	https://baps.box.com/shared/static/4015mxivrlfp5lj8n0blmbjin021bqmn.mp3	1	shastri
Shloka 71	Then, to fulfil one’s noble wishes, one should pray with divyabhāv and devotion while chanting the Swaminarayan mantra (dhun).	ત્યાર બાદ સ્વામિનારાયણ મંત્રનો જપ કરતાં શુભ સંકલ્પોની પૂર્તિ માટે દિવ્યભાવ અને ભક્તિએ સહિત પ્રાર્થના (ધૂન) કરવી.	Tyār bād Swaminarayan mantrano jap kartā shubh sankalponi purti māte divyabhāv ane bhaktie sahit prārthanā (dhun) karvi.	https://baps.box.com/shared/static/pyi8ilqluvmwy6ho7n5ssaiprg48x0jf.mp3	1	shastri
Shloka 72	After devoutly performing puja in this way, one should re-install Akshar-Purushottam Maharaj within one’s ātmā by reciting the Punaragaman Mantra.	આ રીતે ભક્તિભાવે પૂજા કરીને પુનરાગમન મંત્રથી અક્ષરપુરુષોત્તમ મહારાજને પોતાના આત્માને વિષે પધરાવવા.	Ā rite bhaktibhāve pujā karine punarā gaman mantrathi Akshar- Purushottam Maharajne potānā ātmāne vishe padhrāvavā.	https://baps.box.com/shared/static/s0rmxwb79u6tmdhyz0fsfc2di384riqz.mp3	1	shastri
Shloka 74	To strengthen one’s satsang, one should then daily read shastras that encompass the teachings and instructions of Shri Hari and the gurus.	ત્યાર બાદ સત્સંગની દૃઢતા માટે જેમાં શ્રીહરિ તથા ગુરુના ઉપદેશો અને આદેશો સમાયા હોય તેવા શાસ્ત્રનું રોજ વાંચન કરવું.	Tyār bād satsangni dradhtā māte jemā Shri Hari tathā gurunā updesho ane ādesho samāyā hoy tevā shāstranu roj vānchan karvu.	https://baps.box.com/shared/static/cpghsokwilc3ae94tmcxofu83yi4vp9j.mp3	1	shastri
Shloka 75	Thereafter, one should bow to devotees with reverence and humility. Only after performing puja in this way should one engage in one’s daily activities.	ત્યાર બાદ આદર અને નમ્રભાવે ભક્તોને પ્રણામ કરવા. આ રીતે પૂજા કરીને પછી જ પોતાના વ્યવહારનું કાર્ય કરવું.	Tyār bād ādar ane namrabhāve bhaktone pranām karvā. Ā rite pujā karine pachhi ja potānā vyavahārnu kārya karvu.	https://baps.box.com/shared/static/gfwnosbohcvik1qrws9xb2xbkre6x4ts.mp3	1	shastri
Shloka 77	If one is incapable of doing puja because of old age, illness or other difficulties, one should have one’s puja performed by another.	વૃદ્ધાવસ્થા, રોગાદિ તથા અન્ય આપત્તિને લીધે પોતે પૂજા કરવા અસમર્થ હોય તેણે અન્ય પાસે તે પૂજા કરાવવી.	Vruddhāvasthā, rogādi tathā anya āpattine lidhe pote pujā karvā asamarth hoy tene anya pāse te pujā karāvavi.	https://baps.box.com/shared/static/5q7a4jy421858mz9e6379aa2jsgde1f6.mp3	1	shastri
Shloka 78	Every satsangi in a household should keep their own separate puja. Moreover, one should acquire a puja for a child on the same day that he or she is born.	ઘરમાં પ્રત્યેક સત્સંગીએ પોતાની સ્વતંત્ર પૂજા રાખવી. વળી પુત્ર કે પુત્રીનો જન્મ થાય તે દિવસથી જ સંતાન માટે પૂજા લઈ લેવી.	Gharmā pratyek satsangie potāni svatantra pujā rākhvi. Vali putra ke putrino janma thāy te divasthi ja santān māte puja lai levi.	https://baps.box.com/shared/static/lx2qlizxb6rn4htm7gnqn15tlwgb4r55.mp3	1	shastri
Shloka 79-80	All satsangis should place a beautiful mandir within their homes where they can daily offer devotion, pray and practice satsang. Within the mandir, one should devoutly and ceremonially consecrate the murtis of Akshar-Purushottam and the Gunatit gurus of the tradition.	નિત્ય પ્રત્યે ભક્તિ, પ્રાર્થના તથા સત્સંગ માટે સર્વે સત્સંગીઓએ ઘરમાં સુંદર મંદિર સ્થાપવું. તેમાં ભક્તિભાવે વિધિવત્ અક્ષર-પુરુષોત્તમ તથા પરંપરામાં આવેલ ગુણાતીત ગુરુઓ પધરાવવા.	Nitya pratye bhakti, prārthanā tathā satsang māte sarve satsangioe gharmā sundar mandir sthāpvu. Temā bhaktibhāve vidhivat Akshar-Purushottam tathā param-parāmā āvel Gunatit guruo padhrāvavā.	https://baps.box.com/shared/static/5bsgq3kn44xwtbu2b9kouvrrn1be0621.mp3	2	shastri
Shloka 85	While sitting in front of the ghar mandir, one should, with devout feelings and concentration, sing kirtans, chant and engage in smruti or other acts of devotion according to one’s preferences.	ઘરમંદિરમાં બેસીને ભાવે કરીને સ્થિર ચિત્તે કીર્તન, જપ કે સ્મૃતિ વગેરે પોતાની રુચિ અનુસાર કરવું.	Ghar-mandirmā besine bhāve karine sthir chitte kirtan, jap ke smruti vagere potāni ruchi anusār karvu.	https://baps.box.com/shared/static/ke4d3pesiq9yurze13r7neqled4vwxyr.mp3	1	shastri
Shloka 93	Daily, in the morning, evening or at another convenient time, all satsangis should devoutly go to a nearby mandir for darshan.	સર્વે સત્સંગીઓએ સવારે, સાંજે અથવા પોતાના અનુકૂળ સમયે પ્રતિદિન ભક્તિએ કરીને સમીપે આવેલ મંદિરે દર્શને જવું.	Sarve satsangioe savāre, sānje athvā potānā anukul samaye pratidin bhaktie karine samipe āvel mandire darshane javu.	https://baps.box.com/shared/static/hf0x8n756lwlifizqh9dshhjo28w9x1i.mp3	1	shastri
Shloka 101	One should know [and realize] the divine Akshar-Purushottam siddhānt, which is Vedic, eternal and the form of brahmavidyā.	બ્રહ્મવિદ્યારૂપ, વૈદિક અને સનાતન એવા દિવ્ય અક્ષરપુરુષોત્તમ સિદ્ધાંતને જાણવો.	Brahmavidyā-rup, vaidik ane sanātan evā divya Akshar- Purushottam siddhāntne jānvo.	https://baps.box.com/shared/static/vhgpv38b8q772jgz3woe7qkdjf1x72ju.mp3	1	shastri
Shloka 118	One should not behave immorally even under the pretext of devotion, wisdom or festivals.	ભક્તિનું કે જ્ઞાનનું આલંબન લઈને કે કોઈ પર્વનું આલંબન લઈને પણ મનુષ્યએ અધર્મનું આચરણ ન કરવું.	Bhaktinu ke jnānnu ālamban laine ke koi parvanu ālamban laine pan manushyae adharmanu āchran na karvu.	https://baps.box.com/shared/static/xkpry580pt8kfyfloi9iyunr139r8wqu.mp3	1	shastri
Shloka 119	Even during festivities, one should abstain from bhang, alcohol and other such substances, as well as gambling, swearing and other such activities.	પર્વને વિષે પણ ભાંગ, દારૂ વગેરેનું પાન કરવું, જુગાર વગેરે રમવું, ગાળો બોલવી ઇત્યાદિ ન કરવું.	Parvane vishe pan bhāng, dāru vagerenu pān karvu, jugār vagere ramvu, gālo bolvi ityādi na karvu.	https://baps.box.com/shared/static/4hxrfqylr33c0q87xigrujbuo5tgqo44.mp3	1	shastri
Shloka 121	When faced with criticism, shame, fear or difficulty, one should never abandon satsang, Swaminarayan Bhagwan, devotion towards him, or the guru.	નિંદા, લજ્જા, ભય કે મુશ્કેલીઓને લીધે ક્યારેય સત્સંગ, સ્વામિનારાયણ ભગવાન, તેમની ભક્તિ અને ગુરુનો ત્યાગ ન કરવો.	Nindā, lajjā, bhay ke mushkelione lidhe kyārey satsang, Swaminarayan Bhagwan, temni bhakti ane guruno tyāg na karvo.	https://baps.box.com/shared/static/8tnzl8zwe84tgrgxladdofi2onqrljcm.mp3	1	shastri
Shloka 155	Also, one should remain strong in the belief that Swaminarayan Bhagwan himself, who is the destroyer of all base instincts, is always with me.	અને સર્વ દોષોનું નિવારણ કરનારા સાક્ષાત્ સ્વામિનારાયણ ભગવાન સદૈવ મારી સાથે છે એમ બળ રાખવું.	Ane sarva doshonu nivāran karnārā sākshāt Swaminarayan Bhagwan sadaiv māri sāthe chhe em bal rākhvu.	https://baps.box.com/shared/static/8totbb8uykf2zht4f1uw70byy65rvr4j.mp3	1	shastri
Shloka 169	In happy times do not get carried away and in unhappy times do not become discouraged, since everything occurs by Swaminarayan Bhagwan’s wish.	સુખમાં છકી ન જવું અને દુઃખમાં ઉદ્વેગ ન પામવો. કારણ કે બધું સ્વામિનારાયણ ભગવાનની ઇચ્છાથી પ્રવર્તે છે.	Sukhmā chhaki na javu ane dukhmā udveg na pāmvo. Kāran ke badhu Swaminarayan Bhagwanni ichchhāthi pravarte chhe.	https://baps.box.com/shared/static/jrm21lhen51qqixqkt18l4rag6cux98t.mp3	1	shastri
Shloka 172	Householder satsangis should serve their mother and father. They should bow to their feet every day.	ગૃહસ્થ સત્સંગીએ માતા-પિતાની સેવા કરવી. પ્રતિદિન તેમનાં ચરણોમાં નમસ્કાર કરવા.	Gruhastha satsangie matā-pitāni sevā karvi. Pratidin temnā charanomā namaskār karvā.	https://baps.box.com/shared/static/mcbfcdca4kiu5omfaapc21s7qwygsvsv.mp3	1	shastri
Shloka 190	All devotees should conduct their social dealings with even their relatives in writing and by following other such niyams.	સર્વ આશ્રિત જનોએ પોતાના સંબંધીઓ સાથે પણ વ્યવહાર પ્રસંગે લિખિત કરવું ઇત્યાદિ નિયમો પાળવા.	Sarva āshrit janoe potānā sambandhio sāthe pan vyavahār prasange likhit karvu ityādi niyamo pālvā.	https://baps.box.com/shared/static/44p5feddoeje2zt8wkkmh8bdyrhqrn76.mp3	1	shastri
Shloka 191	Satsangis should never engage in dealings with immoral persons and should be compassionate towards those who are meek and disadvantaged.	સત્સંગીઓએ ક્યારેય દુર્જન સાથે વ્યવહાર ન કરવો અને દીનજનને વિષે દયાવાન થવું.	Satsangioe kyārey durjan sāthe vyavahār na karvo ane dinjanne vishe dayāvān thavu.	https://baps.box.com/shared/static/3pgfn9l3zl6j5p3ytho4ri2s4tktmi30.mp3	1	shastri
Shloka 194	One should always accurately keep accounts of one’s income and expenditure in accordance with government laws.	પ્રશાસનના નિયમોને અનુસરી હંમેશાં પોતાનાં આવક અને ખર્ચની નોંધ વ્યવસ્થિત કરવી.	Prashāsannā niyamone anusari hammeshā potānā āvak ane kharchni nondh vyavasthit karvi.	https://baps.box.com/shared/static/qi9186jlyx8cr68y4e3dz8dpv63yb0y6.mp3	1	shastri
Shloka 196	Householders should save provisions, money and other possessions according to their needs, circumstances and means.	ગૃહસ્થ પોતાના ઉપયોગને અનુસારે તથા સમય-શક્તિ અનુસાર અનાજ, દ્રવ્ય કે ધનાદિનો સંગ્રહ કરે.	Gruhastha potānā upyogne anusāre tathā samay-shakti anusār anāj, dravya ke dhanādino sangrah kare.	https://baps.box.com/shared/static/3nk4iuhh0hz8cbm8ds8e4468n2ra9rwr.mp3	1	shastri
